"ISSN";"Titulo";"Area";"Estrato"
"1557-9662";"IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT (ONLINE)";"BIOTECNOLOGIA";"A1"
"1534-4320";"IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING";"BIOTECNOLOGIA";"A1"
"1932-8540";"IEEE-RITA";"BIOTECNOLOGIA";"A2"
"1751-8741";"IET NANOBIOTECHNOLOGY (PRINT)";"BIOTECNOLOGIA";"A2"
"1742-4933";"IMMUNITY & AGEING";"BIOTECNOLOGIA";"A2"
"2673-5601";"IMMUNO";"BIOTECNOLOGIA";"A4"
"0171-2985";"IMMUNOBIOLOGY.";"BIOTECNOLOGIA";"A3"
"0882-0139";"IMMUNOLOGICAL INVESTIGATIONS";"BIOTECNOLOGIA";"B1"
"0105-2896";"IMMUNOLOGICAL REVIEWS";"BIOTECNOLOGIA";"A1"
"0165-2478";"IMMUNOLOGY LETTERS";"BIOTECNOLOGIA";"A3"
"0019-2805";"IMMUNOLOGY (OXFORD. PRINT)";"BIOTECNOLOGIA";"A2"
"0892-3973";"IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY";"BIOTECNOLOGIA";"A4"
"2675-5610";"IMPLANTNEWS REABILITAÇÃO ORAL";"BIOTECNOLOGIA";"C"
"2517-5025";"IN SILICO PLANTS";"BIOTECNOLOGIA";"A2"
"0258-851X";"IN VIVO (ATHENS)";"BIOTECNOLOGIA";"A4"
"0972-5849";"INDIAN JOURNAL OF BIOTECHNOLOGY (PRINT)";"BIOTECNOLOGIA";"B1"
"0019-5154";"INDIAN JOURNAL OF DERMATOLOGY";"BIOTECNOLOGIA";"B1"
"0973-3922";"INDIAN JOURNAL OF DERMATOLOGY, VENEREOLOGY AND LEPROLOGY (ONLINE)";"BIOTECNOLOGIA";"A3"
"0253-7141";"INDIAN JOURNAL OF ENVIRONMENTAL PROTECTION";"BIOTECNOLOGIA";"B4"
"0019-5189";"INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY";"BIOTECNOLOGIA";"B3"
"2454-9991";"INDIAN JOURNAL OF HISTORY OF SCIENCE";"BIOTECNOLOGIA";"B4"
"0973-7715";"INDIAN JOURNAL OF MICROBIOLOGY";"BIOTECNOLOGIA";"A4"
"1931-8421";"INDUSTRIAL BIOTECHNOLOGY";"BIOTECNOLOGIA";"B2"
"1550-9087";"INDUSTRIAL BIOTECHNOLOGY (NEW ROCHELLE)";"BIOTECNOLOGIA";"B2"
"2178-0110";"INDUSTRIAL HEATING";"BIOTECNOLOGIA";"C"
"1750-9378";"INFECTIOUS AGENTS AND CANCER";"BIOTECNOLOGIA";"A3"
"2036-7449";"INFECTIOUS DISEASE REPORTS";"BIOTECNOLOGIA";"C"
"2193-8229";"INFECTIOUS DISEASES AND THERAPY";"BIOTECNOLOGIA";"A2"
"2666-9919";"INFECTIOUS DISEASES NOW";"BIOTECNOLOGIA";"A3"
"2772-431X";"INFECTIOUS MEDICINE (ONLINE)";"BIOTECNOLOGIA";"B1"
"1741-6469";"INFORM DEV";"BIOTECNOLOGIA";"A2"
"0100-445X";"INFORME AGROPECUÁRIO";"BIOTECNOLOGIA";"B2"
"0100-3364";"INFORME AGROPECUÁRIO (BELO HORIZONTE)";"BIOTECNOLOGIA";"B2"
"1390-860X";"INGENIUS";"BIOTECNOLOGIA";"B3"
"0020-1383";"INJURY";"BIOTECNOLOGIA";"A2"
"1466-8564";"INNOVATIVE FOOD SCIENCE & EMERGING TECHNOLOGIES";"BIOTECNOLOGIA";"A1"
"2470-1564";"INORGANIC AND NANO-METAL CHEMISTRY (ONLINE)";"BIOTECNOLOGIA";"A4"
"2764-6963";"INOVAÇÃO & DESENVOLVIMENTO";"BIOTECNOLOGIA";"C"
"2633-6537";"INTERDISCIPLINARY JOURNAL OF ENVIRONMENTAL AND SCIENCE EDUCATION";"BIOTECNOLOGIA";"B2"
"1807-3980";"INTERFACE TECNOLÓGICA (SÃO PAULO)";"BIOTECNOLOGIA";"B2"
"2469-5823";"INTERNATIONAL ARCHIVES OF NURSING AND HEALTH CARE";"BIOTECNOLOGIA";"B2"
"0340-0131";"INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH";"BIOTECNOLOGIA";"A2"
"1809-9777";"INTERNATIONAL ARCHIVES OF OTORHINOLARYNGOLOGY (PRINT)";"BIOTECNOLOGIA";"A4"
"0964-8305";"INTERNATIONAL BIODETERIORATION & BIODEGRADATION";"BIOTECNOLOGIA";"A1"
"2040-7939";"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING (PRINT)";"BIOTECNOLOGIA";"A2"
"0976-2612";"INTERNATIONAL JOURNAL OF ADVANCED BIOTECHNOLOGY AND RESEARCH (PRINT)";"BIOTECNOLOGIA";"A4"
"1687-8159";"INTERNATIONAL JOURNAL OF AGRONOMY";"BIOTECNOLOGIA";"A3"
"2223-7054";"INTERNATIONAL JOURNAL OF AGRONOMY AND AGRICULTURAL RESEARCH";"BIOTECNOLOGIA";"B1"
"2475-9651";"INTERNATIONAL JOURNAL OF BIOBASED PLASTICS";"BIOTECNOLOGIA";"C"
"2231-086X";"INTERNATIONAL JOURNAL OF BIOCHEMISTRY RESEARCH & REVIEW";"BIOTECNOLOGIA";"B2"
"1687-8787";"INTERNATIONAL JOURNAL OF BIOMATERIALS";"BIOTECNOLOGIA";"C"
"1811-9719";"INTERNATIONAL JOURNAL OF BOTANY (ONLINE)";"BIOTECNOLOGIA";"B3"
"1687-8078";"INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING";"BIOTECNOLOGIA";"B1"
"1542-6580";"INTERNATIONAL JOURNAL OF CHEMICAL REACTOR ENGINEERING";"BIOTECNOLOGIA";"B1"
"1097-0088";"INTERNATIONAL JOURNAL OF CLIMATOLOGY";"BIOTECNOLOGIA";"A1"
"2455-7153";"INTERNATIONAL JOURNAL OF CLINICAL CHEMISTRY AND LABORATORY MEDICINE";"BIOTECNOLOGIA";"B3"
"2067-533X";"INTERNATIONAL JOURNAL OF CONSERVATION SCIENCE (PRINT)";"BIOTECNOLOGIA";"B4"
"0142-5463";"INTERNATIONAL JOURNAL OF COSMETIC SCIENCE (PRINT)";"BIOTECNOLOGIA";"A2"
"1471-0307";"INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY (ONLINE)";"BIOTECNOLOGIA";"A2"
"1601-5029";"INTERNATIONAL JOURNAL OF DENTAL HYGIENE (PRINT)";"BIOTECNOLOGIA";"A2"
"1687-8736";"INTERNATIONAL JOURNAL OF DENTISTRY (ONLINE)";"BIOTECNOLOGIA";"A4"
"1365-4632";"INTERNATIONAL JOURNAL OF DERMATOLOGY (ONLINE)";"BIOTECNOLOGIA";"A2"
"0736-5748";"INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE";"BIOTECNOLOGIA";"B1"
"1753-8947";"INTERNATIONAL JOURNAL OF DIGITAL EARTH (PRINT)";"BIOTECNOLOGIA";"A2"
"2455-2143";"INTERNATIONAL JOURNAL OF ENGINEERING APPLIED SCIENCES AND TECHNOLOGY (ONLINE)";"BIOTECNOLOGIA";"A4"
"2278-0181";"INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH & TECHNOLOGY";"BIOTECNOLOGIA";"C"
"2248-9622";"INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH AND APPLICATIONS (IJERA)";"BIOTECNOLOGIA";"C"
"2581-8627";"INTERNATIONAL JOURNAL OF ENVIRONMENT AND CLIMATE CHANGE";"BIOTECNOLOGIA";"B3"
"1661-7827";"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH (PRINT)";"BIOTECNOLOGIA";"C"
"1094-2912";"INTERNATIONAL JOURNAL OF FOOD PROPERTIES";"BIOTECNOLOGIA";"A3"
"2455-4898";"INTERNATIONAL JOURNAL OF FOOD SCIENCE AND NUTRITION";"BIOTECNOLOGIA";"C"
"1465-3478";"INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION (ONLINE)";"BIOTECNOLOGIA";"A2"
"1553-8362";"INTERNATIONAL JOURNAL OF FRUIT SCIENCE";"BIOTECNOLOGIA";"A1"
"1543-5083";"INTERNATIONAL JOURNAL OF GREEN ENERGY";"BIOTECNOLOGIA";"A3"
"2414-3057";"INTERNATIONAL JOURNAL OF HEALTH AND MEDICAL SCIENCES (ONLINE)";"BIOTECNOLOGIA";"B1"
"2090-3456";"INTERNATIONAL JOURNAL OF HEPATOLOGY";"BIOTECNOLOGIA";"C"
"1585-0404";"INTERNATIONAL JOURNAL OF HORTICULTURAL SCIENCE";"BIOTECNOLOGIA";"B2"
"1438-4639";"INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH (PRINT)";"BIOTECNOLOGIA";"A1"
"0265-6736";"INTERNATIONAL JOURNAL OF HYPERTHERMIA";"BIOTECNOLOGIA";"A3"
"1744-3121";"INTERNATIONAL JOURNAL OF IMMUNOGENETICS (PRINT)";"BIOTECNOLOGIA";"A4"
"2198-4034";"INTERNATIONAL JOURNAL OF IMPLANT DENTISTRY";"BIOTECNOLOGIA";"A2"
"2090-8040";"INTERNATIONAL JOURNAL OF INFLAMMATION";"BIOTECNOLOGIA";"B2"
"2455-8737";"INTERNATIONAL JOURNAL OF INNOVATIVE RESEARCH IN MEDICAL SCIENCE";"BIOTECNOLOGIA";"C"
"2833-2105";"INTERNATIONAL JOURNAL OF LIFE SCIENCE AND AGRICULTURE RESEARCH (ONLINE)";"BIOTECNOLOGIA";"B3"
"1534-7346";"INTERNATIONAL JOURNAL OF LOWER EXTREMITY WOUNDS";"BIOTECNOLOGIA";"A2"
"2454-7999";"INTERNATIONAL JOURNAL OF MEDICINAL PLANTS AND NATURAL PRODUCTS (IJMPNP)";"BIOTECNOLOGIA";"C"
"1178-7058";"INTERNATIONAL JOURNAL OF NEPHROLOGY AND RENOVASCULAR DISEASE";"BIOTECNOLOGIA";"A4"
"2379-7835";"INTERNATIONAL JOURNAL OF NUTRITION";"BIOTECNOLOGIA";"B3"
"2327-2694";"INTERNATIONAL JOURNAL OF NUTRITION AND FOOD SCIENCE";"BIOTECNOLOGIA";"C"
"0960-7439";"INTERNATIONAL JOURNAL OF PAEDIATRIC DENTISTRY (PRINT)";"BIOTECNOLOGIA";"A2"
"0165-5876";"INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY (PRINT)";"BIOTECNOLOGIA";"A3"
"1573-3904";"INTERNATIONAL JOURNAL OF PEPTIDE RESEARCH AND THERAPEUTICS";"BIOTECNOLOGIA";"A3"
"0976-0350";"INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL RESEARCH";"BIOTECNOLOGIA";"C"
"2767-830X";"INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND BIO-MEDICAL SCIENCE (ONLINE)";"BIOTECNOLOGIA";"B2"
"2297-6922";"INTERNATIONAL JOURNAL OF PHARMACOLOGY, PHYTOCHEMISTRY AND ETHNOMEDICINE";"BIOTECNOLOGIA";"B4"
"2394-1685";"INTERNATIONAL JOURNAL OF PHYSICAL EDUCATION, SPORTS AND HEALTH";"BIOTECNOLOGIA";"C"
"2008-7802";"INTERNATIONAL JOURNAL OF PREVENTIVE MEDICINE";"BIOTECNOLOGIA";"A2"
"2251-7715";"INTERNATIONAL JOURNAL OF RECYCLING OF ORGANIC WASTE IN AGRIC";"BIOTECNOLOGIA";"A4"
"2195-3228";"INTERNATIONAL JOURNAL OF RECYCLING OF ORGANIC WASTE IN AGRICULTURE";"BIOTECNOLOGIA";"A4"
"2056-9920";"INTERNATIONAL JOURNAL OF RETINA AND VITREOUS";"BIOTECNOLOGIA";"A3"
"1756-1841";"INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES (PRINT)";"BIOTECNOLOGIA";"A4"
"2708-7972";"INTERNATIONAL JOURNAL OF SCIENTIFIC ADVANCES";"BIOTECNOLOGIA";"B2"
"2229-5518";"INTERNATIONAL JOURNAL OF SCIENTIFIC AND ENGINEERING RESEARCH";"BIOTECNOLOGIA";"C"
"1555-0265";"INTERNATIONAL JOURNAL OF SPORTS PHYSIOLOGY AND PERFORMANCE";"BIOTECNOLOGIA";"A1"
"0956-4624";"INTERNATIONAL JOURNAL OF STD & AIDS";"BIOTECNOLOGIA";"A4"
"2005-5447";"INTERNATIONAL JOURNAL OF STEM CELLS";"BIOTECNOLOGIA";"A4"
"2529-7317";"INTERNATIONAL JOURNAL OF STUDIES IN NURSING";"BIOTECNOLOGIA";"B1"
"1178-6469";"INTERNATIONAL JOURNAL OF TRYPTOPHAN RESEARCH";"BIOTECNOLOGIA";"A3"
"1521-9429";"INTERNATIONAL JOURNAL ON ALGAE";"BIOTECNOLOGIA";"B4"
"1139-6709";"INTERNATIONAL MICROBIOLOGY";"BIOTECNOLOGIA";"A3"
"1618-1905";"INTERNATIONAL MICROBIOLOGY";"BIOTECNOLOGIA";"A3"
"2093-4777";"INTERNATIONAL NEUROUROLOGY JOURNAL";"BIOTECNOLOGIA";"A3"
"2469-5831";"INTERNATIONAL OF JOURNAL OF CLINICAL BIOSTATISTICS AND BIOMETRICS.";"BIOTECNOLOGIA";"B4"
"0937-3462";"INTERNATIONAL UROGYNECOLOGY JOURNAL";"BIOTECNOLOGIA";"A3"
"1573-2584";"INTERNATIONAL UROLOGY AND NEPHROLOGY";"BIOTECNOLOGIA";"A4"
"0301-1623";"INTERNATIONAL UROLOGY AND NEPHROLOGY";"BIOTECNOLOGIA";"A4"
"2411-5134";"INVENTIONS";"BIOTECNOLOGIA";"C"
"2347-6737";"IOSR JOURNAL OF SPORTS AND PHYSICAL EDUCATION";"BIOTECNOLOGIA";"C"
"2581-4761";"IP INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY AND TROPICAL DISEASES (ONLINE)";"BIOTECNOLOGIA";"B2"
"2008-3874";"IRANIAN JOURNAL OF BASIC MEDICAL SCIENCES";"BIOTECNOLOGIA";"A4"
"2345-3656";"IRANIAN JOURNAL OF PATHOLOGY";"BIOTECNOLOGIA";"B1"
"2071-1255";"IRAQI JOURNAL OF VETERINARY SCIENCES (ONLINE)";"BIOTECNOLOGIA";"A4"
"1808-8546";"IRRIGA";"BIOTECNOLOGIA";"B2"
"2038-5625";"ITALIAN JOURNAL OF AGROMETEOROLOGY";"BIOTECNOLOGIA";"A4"
"1828-051X";"ITALIAN JOURNAL OF ANIMAL SCIENCE (ONLINE)";"BIOTECNOLOGIA";"A2"
"0967-5868";"J CLIN NEUROSCI.";"BIOTECNOLOGIA";"A2"
"1537-6613";"J INFECT DIS";"BIOTECNOLOGIA";"A1"
"2168-6106";"JAMA INTERNAL MEDICINE";"BIOTECNOLOGIA";"A1"
"2690-8077";"JAPAN JOURNAL OF RESEARCH";"BIOTECNOLOGIA";"B3"
"1344-6304";"JAPANESE JOURNAL OF INFECTIOUS DISEASES (PRINT)";"BIOTECNOLOGIA";"A4"
"0964-2633";"JIDR. JOURNAL OF INTELLECTUAL DISABILITY RESEARCH (PRINT)";"BIOTECNOLOGIA";"A1"
"2291-9279";"JMIR SERIOUS GAMES";"BIOTECNOLOGIA";"A1"
"1724-6059";"JN. JOURNAL OF NEPHROLOGY";"BIOTECNOLOGIA";"A2"
"1121-8428";"JN. JOURNAL OF NEPHROLOGY (MILANO. 1992)";"BIOTECNOLOGIA";"A2"
"1529-2401";"JNEUROSCI";"BIOTECNOLOGIA";"A1"
"0449-0576";"JÖKULL";"BIOTECNOLOGIA";"B4"
"1590-8577";"JOP. JOURNAL OF THE PANCREAS (ONLINE)";"BIOTECNOLOGIA";"B4"
"0103-5118";"JORNAL BRASILEIRO DE NEUROCIRURGIA";"BIOTECNOLOGIA";"B4"
"1518-0557";"JORNAL BRASILEIRO DE REPRODUÇÃO ASSISTIDA";"BIOTECNOLOGIA";"A4"
"2595-0290";"JORNAL DE CIÊNCIAS DA SAÚDE DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ";"BIOTECNOLOGIA";"C"
"1677-7301";"JORNAL VASCULAR BRASILEIRO";"BIOTECNOLOGIA";"B2"
"2236-9740";"JOSS JOURNAL OF SPEECH SCIENCE";"BIOTECNOLOGIA";"A4"
"1099-0461";"JOURNAL BIOCHEM MOL TOXICOL";"BIOTECNOLOGIA";"A3"
"1525-4135";"JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES (1999)";"BIOTECNOLOGIA";"A3"
"0169-4243";"JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY (PRINT)";"BIOTECNOLOGIA";"A3"
"2972-3264";"JOURNAL OF ADVANCED AGRICULTURAL TECHNOLOGIES";"BIOTECNOLOGIA";"C"
"2637-403X";"JOURNAL OF ADVANCED MANUFACTURING AND PROCESSING";"BIOTECNOLOGIA";"A4"
"2394-1081";"JOURNAL OF ADVANCES IN BIOLOGY & BIOTECHNOLOGY";"BIOTECNOLOGIA";"B2"
"1387-2877";"JOURNAL OF ALZHEIMER'S DISEASE";"BIOTECNOLOGIA";"A2"
"0196-3635";"JOURNAL OF ANDROLOGY";"BIOTECNOLOGIA";"B3"
"2207-872X";"JOURNAL OF ANGIOTHERAPY (ONLINE)";"BIOTECNOLOGIA";"B2"
"1230-1388";"JOURNAL OF ANIMAL AND FEED SCIENCES";"BIOTECNOLOGIA";"A4"
"0931-2439";"JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION (1986)";"BIOTECNOLOGIA";"A1"
"0021-8820";"JOURNAL OF ANTIBIOTICS (TOKYO. 1968)";"BIOTECNOLOGIA";"A3"
"0974-1844";"JOURNAL OF APPLIED ANIMAL RESEARCH";"BIOTECNOLOGIA";"A3"
"2347-212X";"JOURNAL OF APPLIED BIOLOGY & BIOTECHNOLOGY";"BIOTECNOLOGIA";"C"
"2280-8000";"JOURNAL OF APPLIED BIOMATERIALS & FUNCTIONAL MATERIALS";"BIOTECNOLOGIA";"A3"
"2327-0640";"JOURNAL OF APPLIED BIOTECHNOLOGY";"BIOTECNOLOGIA";"B3"
"2423-5784";"JOURNAL OF APPLIED BIOTECHNOLOGY REPORTS";"BIOTECNOLOGIA";"B2"
"2394-1103";"JOURNAL OF APPLIED LIFE SCIENCES INTERNATIONAL";"BIOTECNOLOGIA";"C"
"1678-7765";"JOURNAL OF APPLIED ORAL SCIENCE (ONLINE)";"BIOTECNOLOGIA";"A2"
"1522-1601";"JOURNAL OF APPLIED PHYSIOLOGY";"BIOTECNOLOGIA";"A2"
"1097-4628";"JOURNAL OF APPLIED POLYMER SCIENCE (ONLINE)";"BIOTECNOLOGIA";"A1"
"1665-6423";"JOURNAL OF APPLIED RESEARCH AND TECHNOLOGY";"BIOTECNOLOGIA";"B2"
"1360-0532";"JOURNAL OF APPLIED STATISTICS";"BIOTECNOLOGIA";"A3"
"2455-9377";"JOURNAL OF ARIDLAND AGRICULTURE";"BIOTECNOLOGIA";"B3"
"0896-8411";"JOURNAL OF AUTOIMMUNITY (PRINT)";"BIOTECNOLOGIA";"A1"
"1098-5530";"JOURNAL OF BACTERIOLOGY";"BIOTECNOLOGIA";"A4"
"2469-2786";"JOURNAL OF BACTERIOLOGY & MYCOLOGY";"BIOTECNOLOGIA";"B2"
"2191-0286";"JOURNAL OF BASIC AND CLINICAL PHYSIOLOGY AND PHARMACOLOGY";"BIOTECNOLOGIA";"B1"
"2196-1115";"JOURNAL OF BIG DATA";"BIOTECNOLOGIA";"A1"
"1095-6670";"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY";"BIOTECNOLOGIA";"A3"
"1724-6083";"JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS (ONLINE)";"BIOTECNOLOGIA";"B2"
"2231-1874";"JOURNAL OF BIOLOGICALLY ACTIVE PRODUCTS FROM NATURE";"BIOTECNOLOGIA";"A4"
"1532-0464";"JOURNAL OF BIOMEDICAL INFORMATICS";"BIOTECNOLOGIA";"A2"
"1552-4981";"JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B: APPLIED BIOMATERIALS";"BIOTECNOLOGIA";"A2"
"2369-9698";"JOURNAL OF BIORESOURCES AND BIOPRODUCTS";"BIOTECNOLOGIA";"A1"
"2327-5081";"JOURNAL OF BIOSCIENCES AND MEDICINES";"BIOTECNOLOGIA";"C"
"2575-6303";"JOURNAL OF BIOSENSORS, BIOMARKERS AND DIAGNOSTICS";"BIOTECNOLOGIA";"B4"
"1435-5604";"JOURNAL OF BONE AND MINERAL METABOLISM";"BIOTECNOLOGIA";"A2"
"1559-047X";"JOURNAL OF BURN CARE & RESEARCH";"BIOTECNOLOGIA";"A3"
"2190-5991";"JOURNAL OF CACHEXIA, SARCOPENIA AND MUSCLE";"BIOTECNOLOGIA";"A1"
"2308-3425";"JOURNAL OF CARDIOVASCULAR DEVELOPMENT AND DISEASE";"BIOTECNOLOGIA";"A4"
"0160-2446";"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY";"BIOTECNOLOGIA";"A3"
"0730-2312";"JOURNAL OF CELLULAR BIOCHEMISTRY (PRINT)";"BIOTECNOLOGIA";"A2"
"1097-4652";"JOURNAL OF CELLULAR PHYSIOLOGY";"BIOTECNOLOGIA";"A1"
"0021-9541";"JOURNAL OF CELLULAR PHYSIOLOGY (PRINT)";"BIOTECNOLOGIA";"A1"
"0021-955X";"JOURNAL OF CELLULAR PLASTICS (PRINT)";"BIOTECNOLOGIA";"A3"
"0271-678X";"JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM";"BIOTECNOLOGIA";"A1"
"0021-9584";"JOURNAL OF CHEMICAL EDUCATION";"BIOTECNOLOGIA";"A1"
"2446-9416";"JOURNAL OF CHEMICAL ENGINEERING AND CHEMISTRY";"BIOTECNOLOGIA";"A4"
"1097-4660";"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY";"BIOTECNOLOGIA";"A2"
"0021-9614";"JOURNAL OF CHEMICAL THERMODYNAMICS";"BIOTECNOLOGIA";"A2"
"1758-2946";"JOURNAL OF CHEMINFORMATICS";"BIOTECNOLOGIA";"A1"
"2090-9071";"JOURNAL OF CHEMISTRY";"BIOTECNOLOGIA";"A3"
"1934-7383";"JOURNAL OF CHEMISTRY AND CHEMICAL ENGINEERING";"BIOTECNOLOGIA";"B4"
"1120-009X";"JOURNAL OF CHEMOTHERAPY (TESTO STAMPATO)";"BIOTECNOLOGIA";"B1"
"1556-3707";"JOURNAL OF CHIROPRACTIC MEDICINE (PRINT)";"BIOTECNOLOGIA";"B1"
"1346-4280";"JOURNAL OF CLINICAL AND EXPERIMENTAL HEMATOPATHOLOGY";"BIOTECNOLOGIA";"A4"
"0895-4356";"JOURNAL OF CLINICAL EPIDEMIOLOGY";"BIOTECNOLOGIA";"A1"
"2766-7820";"JOURNAL OF CLINICAL IMAGES AND MEDICAL CASE REPORTS";"BIOTECNOLOGIA";"B3"
"1098-660X";"JOURNAL OF CLINICAL MICROBIOLOGY";"BIOTECNOLOGIA";"A1"
"0095-1137";"JOURNAL OF CLINICAL MICROBIOLOGY (PRINT)";"BIOTECNOLOGIA";"A1"
"2005-5013";"JOURNAL OF CLINICAL NEUROLOGY";"BIOTECNOLOGIA";"A3"
"0962-1067";"JOURNAL OF CLINICAL NURSING";"BIOTECNOLOGIA";"A1"
"0732-183X";"JOURNAL OF CLINICAL ONCOLOGY";"BIOTECNOLOGIA";"A1"
"0021-9746";"JOURNAL OF CLINICAL PATHOLOGY";"BIOTECNOLOGIA";"A1"
"0303-6979";"JOURNAL OF CLINICAL PERIODONTOLOGY";"BIOTECNOLOGIA";"A1"
"0271-0749";"JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY";"BIOTECNOLOGIA";"A3"
"1536-7355";"JOURNAL OF CLINICAL RHEUMATOLOGY";"BIOTECNOLOGIA";"A4"
"2667-0380";"JOURNAL OF CLINICAL VIROLOGY PLUS";"BIOTECNOLOGIA";"B1"
"1553-3840";"JOURNAL OF COMPLEMENTARY AND INTEGRATIVE MEDICINE: AN INTERNATIONAL FORUM FOR EVIDENCE-BASED PRACTICES";"BIOTECNOLOGIA";"A4"
"0377-0427";"JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS";"BIOTECNOLOGIA";"A2"
"1066-5277";"JOURNAL OF COMPUTATIONAL BIOLOGY";"BIOTECNOLOGIA";"A3"
"1096-987X";"JOURNAL OF COMPUTATIONAL CHEMISTRY (ONLINE)";"BIOTECNOLOGIA";"A1"
"1000-9000";"JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY";"BIOTECNOLOGIA";"A3"
"0920-654X";"JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN";"BIOTECNOLOGIA";"A2"
"1473-2165";"JOURNAL OF COSMETIC DERMATOLOGY";"BIOTECNOLOGIA";"A3"
"1473-2130";"JOURNAL OF COSMETIC DERMATOLOGY (PRINT)";"BIOTECNOLOGIA";"A3"
"1525-7886";"JOURNAL OF COSMETIC SCIENCE";"BIOTECNOLOGIA";"B2"
"1975-9479";"JOURNAL OF CROP SCIENCE AND BIOTECHNOLOGY (SEOUL)";"BIOTECNOLOGIA";"A4"
"1569-1993";"JOURNAL OF CYSTIC FIBROSIS";"BIOTECNOLOGIA";"A1"
"1469-7629";"JOURNAL OF DAIRY RESEARCH";"BIOTECNOLOGIA";"A2"
"1089-313X";"JOURNAL OF DANCE MEDICINE & SCIENCE";"BIOTECNOLOGIA";"A3"
"1680-743X";"JOURNAL OF DATA SCIENCE (PRINT)";"BIOTECNOLOGIA";"B2"
"2694-6211";"JOURNAL OF DENTAL HEALTH AND ORAL RESEARCH (ONLINE)";"BIOTECNOLOGIA";"C"
"0022-0345";"JOURNAL OF DENTAL RESEARCH (PRINT)";"BIOTECNOLOGIA";"A1"
"1935-5068";"JOURNAL OF DENTISTRY FOR CHILDREN (ONLINE)";"BIOTECNOLOGIA";"B2"
"2040-1752";"JOURNAL OF DEVELOPMENTAL ORIGINS OF HEALTH AND DISEASE";"BIOTECNOLOGIA";"A3"
"2251-6581";"JOURNAL OF DIABETES & METABOLIC DISORDERS";"BIOTECNOLOGIA";"A3"
"1056-8727";"JOURNAL OF DIABETES AND ITS COMPLICATIONS";"BIOTECNOLOGIA";"A3"
"2574-4526";"JOURNAL OF DIGESTIVE DISORDERS AND DIAGNOSIS (ONLINE)";"BIOTECNOLOGIA";"B4"
"1532-2351";"JOURNAL OF DISPERSION SCIENCE AND TECHNOLOGY";"BIOTECNOLOGIA";"A3"
"0095-2443";"JOURNAL OF ELASTOMERS AND PLASTICS (PRINT)";"BIOTECNOLOGIA";"A4"
"1847-9286";"JOURNAL OF ELECTROANALYTICAL SCIENCE AND ENGINEERING";"BIOTECNOLOGIA";"A4"
"1050-6411";"JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY";"BIOTECNOLOGIA";"A3"
"2307-1885";"JOURNAL OF ENGINEERING RESEARCH";"BIOTECNOLOGIA";"B1"
"2152-2197";"JOURNAL OF ENVIRONMENTAL PROTECTION (PRINT)";"BIOTECNOLOGIA";"C"
"1532-4117";"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH. PART A: TOXIC HAZARDOUS SUBSTANCES AND ENVIRONMENTAL ENGINEERING";"BIOTECNOLOGIA";"A4"
"1532-4109";"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH. PART B: PESTICIDES, FOOD CONTAMINANTS, AND AGRICULTURAL WASTES";"BIOTECNOLOGIA";"A3"
